state_name,class_name,candidate_name,is_valid,uses_old_codespace_only,avg_codeword_entanglement,overlap_with_old_codespace,best_depth,mean_depth,std_depth,best_size,mean_size,best_two_qubit_gate_count,mean_two_qubit_gate_count,num_qubits,best_count_ops,n_transpile_runs,successful_trials,failed_trials,status,error_message,approx_ref_depth,approx_ref_two_qubit_gate_count,approx_status,approx_error_message,fid085_best_approx_degree,fid085_best_fidelity,fid085_best_depth,fid085_best_two_qubit_gate_count,fid090_best_approx_degree,fid090_best_fidelity,fid090_best_depth,fid090_best_two_qubit_gate_count,fid095_best_approx_degree,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count,is_baseline_reference,is_trivial_identity,is_baseline_equivalent,skip_reason
ame43,monomial_full,sup013_P102_ph122,True,False,0.0,0.666667,128,151.8,8.06,312,303.15,93,93.35,128,"{'sx': 107, 'rz': 73, 'cz': 64, 'rx': 39, 'rzz': 29}",20,20,0,ok,,28,28,ok,,0.9,0.902120771718,28,28,0.9,0.902120771718,28,28,,,,,False,False,False,
ame43,monomial_full,sup013_P102_ph211,True,False,0.0,0.666667,128,151.6,7.88,312,302.9,93,93.35,128,"{'sx': 107, 'rz': 73, 'cz': 64, 'rx': 39, 'rzz': 29}",20,20,0,ok,,28,28,ok,,0.95,0.949800812204,28,28,0.95,0.949800812204,28,28,,,,,False,False,False,
ame43,monomial_full,sup013_P102_ph220,True,False,0.0,0.666667,128,152.1,8.6,310,299.95,93,93.35,128,"{'sx': 107, 'rz': 71, 'cz': 64, 'rx': 39, 'rzz': 29}",20,20,0,ok,,28,28,ok,,0.9,0.949800812204,28,28,0.9,0.949800812204,28,28,,,,,False,False,False,
ame43,monomial_full,sup023_P021_ph000,True,False,0.0,0.666667,133,158.65,9.45,337,325.8,97,97.35,128,"{'sx': 107, 'rz': 82, 'cz': 64, 'rx': 51, 'rzz': 33}",20,20,0,ok,,31,32,ok,,0.98,0.974642201338,31,32,0.98,0.974642201338,31,32,0.98,0.974642201338,31.0,32.0,False,False,False,
ame43,monomial_full,sup023_P021_ph102,True,False,0.0,0.666667,135,160.55,9.89,345,332.9,97,97.35,128,"{'sx': 107, 'rz': 90, 'cz': 64, 'rx': 51, 'rzz': 33}",20,20,0,ok,,32,32,ok,,0.96,1.0,31,32,0.96,1.0,31,32,0.96,1.0,31.0,32.0,False,False,False,
ame43,monomial_full,sup023_P021_ph201,True,False,0.0,0.666667,134,158.6,9.44,337,326.0,97,97.35,128,"{'sx': 107, 'rz': 82, 'cz': 64, 'rx': 51, 'rzz': 33}",20,20,0,ok,,32,32,ok,,0.94,0.939978069163,32,32,0.94,0.939978069163,32,32,0.99,1.0,32.0,32.0,False,False,False,
ame43,monomial_full,sup023_P021_ph212,True,False,0.0,0.666667,135,161.85,10.49,352,339.2,97,97.35,128,"{'sx': 107, 'rz': 95, 'cz': 64, 'rx': 53, 'rzz': 33}",20,20,0,ok,,33,32,ok,,0.96,1.0,33,32,0.96,1.0,33,32,0.96,1.0,33.0,32.0,False,False,False,
ame43,monomial_full,sup023_P021_ph220,True,False,0.0,0.666667,134,158.6,8.62,337,325.9,97,97.35,128,"{'sx': 107, 'rz': 84, 'cz': 64, 'rx': 49, 'rzz': 33}",20,20,0,ok,,31,32,ok,,0.96,1.0,31,32,0.96,1.0,31,32,0.96,1.0,31.0,32.0,False,False,False,
ame43,monomial_full,sup023_P201_ph012,True,False,0.0,0.666667,129,152.7,8.28,314,305.35,93,93.35,128,"{'sx': 107, 'rz': 76, 'cz': 64, 'rx': 38, 'rzz': 29}",20,20,0,ok,,28,28,ok,,0.99,0.951494215931,28,28,0.99,0.951494215931,28,28,0.99,0.951494215931,28.0,28.0,False,False,False,
ame43,monomial_full,sup023_P201_ph021,True,False,0.0,0.666667,128,154.4,9.89,310,308.45,94,93.4,128,"{'sx': 113, 'rz': 70, 'cz': 67, 'rx': 33, 'rzz': 27}",20,20,0,ok,,29,28,ok,,0.99,0.949800812204,29,28,0.99,0.949800812204,29,28,,,,,False,False,False,
ame43,monomial_full,sup023_P201_ph101,True,False,0.0,0.666667,126,152.65,8.96,308,305.3,94,93.4,128,"{'sx': 113, 'rz': 69, 'cz': 67, 'rx': 32, 'rzz': 27}",20,20,0,ok,,28,28,ok,,0.99,0.949800812204,28,28,0.99,0.949800812204,28,28,,,,,False,False,False,
ame43,monomial_full,sup023_P201_ph211,True,False,0.0,0.666667,126,152.65,8.83,311,306.15,94,93.4,128,"{'sx': 114, 'rz': 71, 'cz': 67, 'rx': 32, 'rzz': 27}",20,20,0,ok,,28,28,ok,,0.99,0.921137448437,28,28,0.99,0.921137448437,28,28,,,,,False,False,False,
ame43,monomial_full,sup023_P201_ph220,True,False,0.0,0.666667,128,151.7,8.02,312,302.95,93,93.35,128,"{'sx': 107, 'rz': 73, 'cz': 64, 'rx': 39, 'rzz': 29}",20,20,0,ok,,28,28,ok,,0.99,0.949800812204,28,28,0.99,0.949800812204,28,28,,,,,False,False,False,
ame43,product,U_SX__V_SXdg,True,False,0.0,0.75,135,156.9,8.95,333,315.15,86,86.9,128,"{'rz': 95, 'sx': 84, 'rx': 68, 'cz': 48, 'rzz': 38}",20,20,0,ok,,31,24,ok,,0.92,0.909635976565,31,24,0.92,0.909635976565,31,24,0.99,1.0,31.0,24.0,False,False,False,
ame43,product,U_SXdg__V_SX,True,False,0.0,0.75,135,156.25,8.75,333,314.35,86,86.9,128,"{'rz': 95, 'sx': 84, 'rx': 68, 'cz': 48, 'rzz': 38}",20,20,0,ok,,31,24,ok,,0.92,0.856881947682,31,24,0.98,1.0,31,24,0.98,1.0,31.0,24.0,False,False,False,
ame43,product,U_H__V_H,True,False,0.0,0.75,136,159.55,9.35,344,329.8,86,86.9,128,"{'rz': 104, 'sx': 84, 'rx': 70, 'cz': 48, 'rzz': 38}",20,20,0,ok,,33,24,ok,,0.97,1.0,33,24,0.97,1.0,33,24,0.97,1.0,33.0,24.0,False,False,False,
ame43,product,U_H__V_Z,True,False,0.0,0.833333,136,159.0,9.7,339,322.9,86,86.9,128,"{'rz': 100, 'sx': 84, 'rx': 69, 'cz': 48, 'rzz': 38}",20,20,0,ok,,32,24,ok,,0.97,1.0,32,24,0.97,1.0,32,24,0.97,1.0,32.0,24.0,False,False,False,
ame43,product,U_Z__V_X,True,False,0.0,0.666667,129,151.95,8.0,311,301.7,93,93.35,128,"{'sx': 107, 'rz': 72, 'cz': 64, 'rx': 39, 'rzz': 29}",20,20,0,ok,,28,28,ok,,0.95,0.949800812204,28,28,0.95,0.949800812204,28,28,,,,,False,False,False,
ame43,product,U_Z__V_H,True,False,0.0,0.833333,135,157.7,9.14,335,320.2,86,86.9,128,"{'rz': 99, 'sx': 84, 'rx': 66, 'cz': 48, 'rzz': 38}",20,20,0,ok,,33,24,ok,,0.96,1.0,33,24,0.96,1.0,33,24,0.96,1.0,33.0,24.0,False,False,False,
ame43,product,U_Z__V_Z,True,True,0.0,1.0,134,156.6,9.11,328,313.3,86,86.9,128,"{'rz': 95, 'sx': 84, 'rx': 63, 'cz': 48, 'rzz': 38}",20,20,0,ok,,31,24,ok,,0.91,1.0,31,24,0.91,1.0,31,24,0.91,1.0,31.0,24.0,False,False,False,
