state_name,class_name,candidate_name,is_valid,uses_old_codespace_only,avg_codeword_entanglement,overlap_with_old_codespace,best_depth,mean_depth,std_depth,best_size,mean_size,best_two_qubit_gate_count,mean_two_qubit_gate_count,num_qubits,best_count_ops,n_transpile_runs,successful_trials,failed_trials,status,error_message,approx_ref_depth,approx_ref_two_qubit_gate_count,approx_status,approx_error_message,fid085_best_approx_degree,fid085_best_fidelity,fid085_best_depth,fid085_best_two_qubit_gate_count,fid090_best_approx_degree,fid090_best_fidelity,fid090_best_depth,fid090_best_two_qubit_gate_count,fid095_best_approx_degree,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count,is_baseline_reference,is_trivial_identity,is_baseline_equivalent,skip_reason
two_qutrit,monomial_full,sup012_P012_ph211,True,True,0.0,1.0,37,43.65,3.57,89,77.15,19,17.8,128,"{'rz': 33, 'rx': 21, 'sx': 16, 'cz': 10, 'rzz': 9}",20,20,0,ok,,11,6,ok,,0.91,0.890473750966,10,6,0.93,1.0,11,6,0.93,1.0,11,6,False,False,False,
two_qutrit,monomial_full,sup012_P012_ph220,True,True,0.0,1.0,37,43.85,3.77,89,76.85,19,17.8,128,"{'rz': 33, 'rx': 21, 'sx': 16, 'cz': 10, 'rzz': 9}",20,20,0,ok,,11,6,ok,,0.91,1.0,11,6,0.91,1.0,11,6,0.91,1.0,11,6,False,False,False,
two_qutrit,product,U_SX__V_SXdg,True,False,0.0,0.75,37,43.6,3.77,90,75.1,19,17.8,128,"{'rz': 31, 'rx': 24, 'sx': 16, 'cz': 10, 'rzz': 9}",20,20,0,ok,,11,6,ok,,0.92,0.953748382208,11,6,0.92,0.953748382208,11,6,0.92,0.953748382208,11,6,False,False,False,
two_qutrit,product,U_SXdg__V_SX,True,False,0.0,0.75,37,43.55,3.83,90,75.15,19,17.8,128,"{'rz': 31, 'rx': 24, 'sx': 16, 'cz': 10, 'rzz': 9}",20,20,0,ok,,11,6,ok,,0.92,0.925679181834,11,6,0.92,0.925679181834,11,6,0.98,1.0,11,6,False,False,False,
two_qutrit,monomial_full,sup013_P102_ph110,True,False,0.0,0.666667,37,43.2,3.2,79,69.7,23,20.6,128,"{'sx': 26, 'rz': 18, 'cz': 17, 'rx': 12, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.91,1.0,12,8,0.91,1.0,12,8,0.91,1.0,12,8,False,False,False,
two_qutrit,monomial_full,sup013_P102_ph122,True,False,0.0,0.666667,37,43.0,3.07,79,71.4,23,20.6,128,"{'sx': 26, 'rz': 19, 'cz': 17, 'rx': 11, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.9,0.974576809794,12,8,0.9,0.974576809794,12,8,0.9,0.974576809794,12,8,False,False,False,
two_qutrit,product,U_Z__V_X,True,False,0.0,0.666667,37,43.25,3.27,79,71.55,23,20.6,128,"{'sx': 26, 'rz': 19, 'cz': 17, 'rx': 11, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.95,1.0,12,8,0.95,1.0,12,8,0.95,1.0,12,8,False,False,False,
two_qutrit,monomial_full,sup023_P201_ph012,True,False,0.0,0.666667,37,44.05,3.68,80,72.55,23,20.6,128,"{'sx': 26, 'rz': 21, 'cz': 17, 'rx': 10, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.9,0.943594261865,12,8,0.9,0.943594261865,12,8,0.99,0.999963066198,12,8,False,False,False,
two_qutrit,monomial_full,sup023_P201_ph101,True,False,0.0,0.666667,37,44.1,3.63,80,72.45,23,20.6,128,"{'sx': 26, 'rz': 21, 'cz': 17, 'rx': 10, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.9,0.943626743013,12,8,0.9,0.943626743013,12,8,0.99,1.0,12,8,False,False,False,
two_qutrit,monomial_full,sup023_P201_ph211,True,False,0.0,0.666667,37,44.2,3.68,80,73.1,23,20.6,128,"{'sx': 27, 'rz': 21, 'cz': 17, 'rx': 9, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.9,0.929279146842,12,8,0.9,0.929279146842,12,8,0.99,0.984795263299,12,8,False,False,False,
two_qutrit,product,U_Z__V_H,True,False,0.0,0.833333,38,44.6,3.6,90,76.1,19,17.8,128,"{'rz': 32, 'rx': 21, 'sx': 18, 'cz': 10, 'rzz': 9}",20,20,0,ok,,13,6,ok,,0.91,0.884456989523,12,6,0.96,1.0,13,6,0.96,1.0,13,6,False,False,False,
two_qutrit,product,U_H__V_Z,True,False,0.0,0.833333,38,45.45,4.12,92,78.05,19,17.8,128,"{'rz': 33, 'rx': 24, 'sx': 16, 'cz': 10, 'rzz': 9}",20,20,0,ok,,13,6,ok,,0.97,1.0,13,6,0.97,1.0,13,6,0.97,1.0,13,6,False,False,False,
two_qutrit,product,U_H__V_H,True,False,0.0,0.75,38,46.05,4.08,94,81.05,19,17.8,128,"{'rz': 35, 'rx': 24, 'sx': 16, 'cz': 10, 'rzz': 9}",20,20,0,ok,,13,6,ok,,0.96,0.8972135955,13,6,0.97,1.0,13,6,0.97,1.0,13,6,False,False,False,
two_qutrit,monomial_full,sup013_P102_ph101,True,False,0.0,0.666667,38,44.3,3.23,79,71.5,23,20.6,128,"{'sx': 26, 'rz': 20, 'cz': 17, 'rx': 10, 'rzz': 6}",20,20,0,ok,,12,8,ok,,0.9,1.0,12,8,0.9,1.0,12,8,0.9,1.0,12,8,False,False,False,
two_qutrit,monomial_full,sup123_P210_ph122,True,False,0.0,0.666667,38,44.6,3.54,82,74.2,23,20.6,128,"{'sx': 26, 'rz': 20, 'cz': 17, 'rx': 13, 'rzz': 6}",20,20,0,ok,,13,8,ok,,0.93,0.938332724237,13,8,0.93,0.938332724237,13,8,0.99,0.994389710958,13,8,False,False,False,
two_qutrit,monomial_full,sup013_P012_ph110,True,False,0.0,0.666667,39,45.4,3.25,83,76.75,23,20.6,128,"{'sx': 26, 'rz': 22, 'cz': 17, 'rx': 12, 'rzz': 6}",20,20,0,ok,,14,8,ok,,0.9,0.907259957139,14,8,0.9,0.907259957139,14,8,0.98,1.0,14,8,False,False,False,
two_qutrit,monomial_full,sup013_P012_ph220,True,False,0.0,0.666667,39,45.45,3.29,83,76.5,23,20.6,128,"{'sx': 26, 'rz': 22, 'cz': 17, 'rx': 12, 'rzz': 6}",20,20,0,ok,,14,8,ok,,0.93,0.884456989523,14,8,0.96,1.0,14,8,0.96,1.0,14,8,False,False,False,
two_qutrit,monomial_full,sup012_P012_ph011,True,True,0.0,1.0,40,47.05,3.68,85,79.05,23,20.6,128,"{'sx': 26, 'rz': 26, 'cz': 15, 'rx': 10, 'rzz': 8}",20,20,0,ok,,13,8,ok,,0.97,0.974758001545,12,8,0.97,0.974758001545,12,8,0.97,0.974758001545,12,8,False,False,False,
two_qutrit,monomial_full,sup023_P021_ph220,True,False,0.0,0.666667,44,49.35,2.82,88,82.25,25,22.6,128,"{'sx': 26, 'rz': 22, 'cz': 17, 'rx': 15, 'rzz': 8}",20,20,0,ok,,15,10,ok,,0.91,0.884456989523,15,10,0.96,1.0,15,10,0.96,1.0,15,10,False,False,False,
